,loss,accuracy,auc,precision,recall,val_loss,val_accuracy,val_auc,val_precision,val_recall
0,0.5035917162895203,0.8435940742492676,0.968639612197876,0.882990300655365,0.8116000890731812,1.0990524291992188,0.6092944741249084,0.8530286550521851,0.9064112305641174,0.297197163105011
1,0.3217470943927765,0.9012687802314758,0.9852042198181152,0.9201744794845581,0.8850376009941101,97.67543029785156,0.2935728132724762,0.5222361087799072,0.2914070188999176,0.2862435579299927
2,0.425020307302475,0.8898438215255737,0.9813752174377441,0.9073430895805359,0.8726961612701416,795.9193725585938,0.21971648931503296,0.5355707406997681,0.23274198174476624,0.20393040776252747
3,0.38542595505714417,0.8889477252960205,0.982523500919342,0.9077073335647583,0.8708836436271667,1458.0791015625,0.2764175236225128,0.5800632238388062,0.2859507203102112,0.2504832446575165
4,0.39962446689605713,0.8922672867774963,0.9821895360946655,0.9104152321815491,0.875669538974762,1.0310815572738647,0.6034149527549744,0.8937998414039612,0.6905021071434021,0.561533510684967
5,0.30598387122154236,0.9093130826950073,0.9871870875358582,0.9219171404838562,0.8978473544120789,0.9805048704147339,0.7173808217048645,0.896410346031189,0.7346104979515076,0.6949098110198975
6,0.25201186537742615,0.9204529523849487,0.9899380207061768,0.9301576018333435,0.9110441207885742,1.022539496421814,0.7308312058448792,0.8929377794265747,0.7386569976806641,0.7211662530899048
7,0.23224152624607086,0.9261348843574524,0.991508960723877,0.9340732097625732,0.9187218546867371,1.3338006734848022,0.6197648048400879,0.8589255213737488,0.6268755793571472,0.609052836894989
8,0.22096633911132812,0.934016227722168,0.9925198554992676,0.940463662147522,0.9277844429016113,1.3295998573303223,0.6613240838050842,0.8534873723983765,0.6671915054321289,0.6484375
9,0.19975143671035767,0.9383744597434998,0.9930858016014099,0.9438422322273254,0.9327128529548645,0.7975010871887207,0.6657538414001465,0.9280272126197815,0.7878578901290894,0.6448937058448792
10,0.1946869045495987,0.9399833083152771,0.993449330329895,0.945636510848999,0.9352177977561951,0.8016564249992371,0.727851152420044,0.9287431836128235,0.8136125802993774,0.6883859634399414
11,0.21379829943180084,0.9343624711036682,0.9923263192176819,0.9422069191932678,0.9266643524169922,2.69917631149292,0.4460373818874359,0.735791802406311,0.4693506360054016,0.4366140365600586
12,0.2291831523180008,0.9293932914733887,0.9913975596427917,0.9361376762390137,0.9218581318855286,1.0355756282806396,0.6988562941551208,0.899107813835144,0.7051313519477844,0.6895135045051575
13,0.1979830265045166,0.93878173828125,0.9932498931884766,0.9446001648902893,0.9333849549293518,1.1127800941467285,0.6808956265449524,0.8957170248031616,0.6908292770385742,0.6716333627700806
14,0.188150092959404,0.9419994950294495,0.9936872720718384,0.946699321269989,0.9372135996818542,1.2130239009857178,0.6428801417350769,0.8781343698501587,0.6762846112251282,0.6116301417350769
15,0.1804993450641632,0.9441581964492798,0.9937662482261658,0.9498569369316101,0.9397592544555664,1.0917644500732422,0.7160115838050842,0.8958494663238525,0.7436597943305969,0.7014336585998535
16,0.17297078669071198,0.9471926093101501,0.9945622682571411,0.9515714645385742,0.9427733421325684,1.2719563245773315,0.6560888886451721,0.8716440796852112,0.6640039682388306,0.649403989315033
17,0.16517308354377747,0.948862612247467,0.9948218464851379,0.9536901712417603,0.9444840550422668,1.1309374570846558,0.6670425534248352,0.8969458341598511,0.6718763113021851,0.6578608155250549
