,loss,accuracy,auc,precision,recall,val_loss,val_accuracy,val_auc,val_precision,val_recall
0,0.9282709360122681,0.6613551378250122,0.9044111967086792,0.7549861669540405,0.5563068985939026,1.984447956085205,0.1649305522441864,0.5489794015884399,0.1649305522441864,0.1649305522441864
1,0.5553858280181885,0.8303762674331665,0.9619585871696472,0.8567744493484497,0.8008168339729309,1.7104607820510864,0.5554470419883728,0.7498474717140198,0.5683775544166565,0.5226779580116272
2,0.42674553394317627,0.871853232383728,0.9750944375991821,0.891075611114502,0.8533409237861633,0.5941830277442932,0.8009982705116272,0.9557671546936035,0.8449184894561768,0.7478298544883728
3,0.34194517135620117,0.8932780027389526,0.982334315776825,0.9074547290802002,0.8793853521347046,0.41935035586357117,0.8549262285232544,0.976774275302887,0.8774171471595764,0.8271484375
4,0.35181260108947754,0.8931106328964233,0.9823541045188904,0.9080372452735901,0.8785819411277771,0.5507628321647644,0.8271484375,0.9690325260162354,0.8388814926147461,0.8203125
5,0.30197417736053467,0.9067688584327698,0.9863166213035583,0.9194647073745728,0.8947174549102783,0.6445572376251221,0.8078342080116272,0.9526036381721497,0.8279959559440613,0.7939453125
6,0.30099111795425415,0.9053629040718079,0.9860382676124573,0.9186599850654602,0.8922737240791321,1.5098052024841309,0.5666232705116272,0.844637393951416,0.5744054317474365,0.5503472089767456
7,0.27647632360458374,0.914133608341217,0.9878545999526978,0.9255169630050659,0.9034882187843323,1.3559575080871582,0.5939670205116272,0.8510504961013794,0.628735363483429,0.5707465410232544
8,0.25110307335853577,0.9199919700622559,0.9901371598243713,0.9295384883880615,0.9101834297180176,0.5900125503540039,0.8177083134651184,0.9614112973213196,0.8402131795883179,0.8039279580116272
9,0.45146095752716064,0.8651914596557617,0.9746159315109253,0.8855347633361816,0.8445366621017456,1.2380702495574951,0.6497395634651184,0.8625802397727966,0.6813252568244934,0.6203342080116272
10,0.36668992042541504,0.8847750425338745,0.9810805320739746,0.900395393371582,0.8691082000732422,1.624657154083252,0.3999565839767456,0.8017375469207764,0.40881025791168213,0.3735893964767456
11,0.7681211233139038,0.807578980922699,0.9546130895614624,0.8437982797622681,0.7683784365653992,0.8700565695762634,0.6876084804534912,0.9224639534950256,0.7122123837471008,0.6549479365348816
12,0.5795681476593018,0.8219403028488159,0.9608335494995117,0.8556217551231384,0.788196325302124,1.3390542268753052,0.615234375,0.8440459370613098,0.6228678822517395,0.5745442509651184
13,0.4110203981399536,0.8741630911827087,0.978236973285675,0.895097017288208,0.8537760972976685,0.5551274418830872,0.7961154580116272,0.9616277813911438,0.8561496138572693,0.7749565839767456
14,0.43699413537979126,0.872757077217102,0.9759259223937988,0.8908531665802002,0.8535752296447754,0.853870689868927,0.7401258945465088,0.9150661826133728,0.7588692903518677,0.7195095419883728
15,0.3779933750629425,0.8874531388282776,0.9808318614959717,0.9026588797569275,0.8716858625411987,0.40587979555130005,0.8567708134651184,0.9772230386734009,0.8769021034240723,0.837890625
16,0.3354479670524597,0.8961904048919678,0.9843373894691467,0.9102528691291809,0.8820969462394714,0.34396520256996155,0.8989800214767456,0.9811105132102966,0.9121333956718445,0.8842231035232544
17,0.29234689474105835,0.9059319496154785,0.9871837496757507,0.9187301993370056,0.8942487835884094,0.5223003625869751,0.8459201455116272,0.9656049609184265,0.8582773804664612,0.8325737714767456
18,0.2750288248062134,0.9121920466423035,0.988451361656189,0.9234358072280884,0.9011783599853516,0.5052368640899658,0.8302951455116272,0.96968013048172,0.8441413044929504,0.8192274570465088
19,0.3101904094219208,0.9034547209739685,0.9860613942146301,0.9151890277862549,0.8915372490882874,0.7436581254005432,0.8046875,0.9449517726898193,0.8134130239486694,0.7975260615348816
20,0.2762327194213867,0.9134306311607361,0.9885765314102173,0.9236664772033691,0.9037225246429443,0.8888661861419678,0.7192925214767456,0.9210087060928345,0.741987943649292,0.693359375
21,0.2727825939655304,0.9113216400146484,0.9887804985046387,0.9217259883880615,0.8995714783668518,0.38234812021255493,0.8699001669883728,0.9798749089241028,0.9005595445632935,0.8382161259651184
22,0.2613544762134552,0.9147027134895325,0.9894011616706848,0.9261694550514221,0.9053963422775269,0.547268271446228,0.8480902910232544,0.9643353223800659,0.8545915484428406,0.8411458134651184
23,0.22841714322566986,0.9250133633613586,0.9918128848075867,0.9335735440254211,0.9168669581413269,0.40539491176605225,0.8643662929534912,0.9800203442573547,0.8789979815483093,0.8528645634651184
24,0.21450069546699524,0.931206464767456,0.9923772811889648,0.9388220310211182,0.9241765141487122,0.5037140250205994,0.8389756679534912,0.967608630657196,0.8489832282066345,0.8289930820465088
